第1题: 1/2*(1'1/3+(1/5+4))=2'23/30
第8525题: 2'1/4÷9*2-4'3/4=-4'1/4
第8526题: 1/1*7÷4/8*3/7=6
第8527题: (1*1/9)÷6=1/54
第8528题: (7÷6'5/6÷3'2/6)÷6'4/6=189/4100
第8529题: (5*1)÷9=5/9
第8530题: 3/6-3=-2'1/2
第8531题: 7÷6=1'1/6
第8532题: (1/2+1/1)÷(8+5)=3/26
第8533题: 1/10*(5'5/10+2'4/5)=83/100
第8534题: (3-1÷9)=2'8/9
第8535题: 1/2÷3/7-1/3-2'3/4=-1'11/12
第8536题: (3'4/6+9)-2=10'2/3
第8537题: 7'6/7+4'4/5+6'2/6-10=8'104/105
第8538题: 1/1÷(4÷2)=1/2
第8539题: 10÷(4-6)=-5
第8540题: 6'2/10÷2*7÷9=2'37/90
第8541题: (2-1'1/2÷1/1)÷1'2/3=3/10
第8542题: 8/9÷1'1/1=4/9
第8543题: (10'7/10+10)*2/4=10'7/20
第8544题: 3'1/4+3/7=3'19/28
第8545题: (2'1/2*3-2)+8/10=6'3/10
第8546题: (1/1÷6'5/9)÷1+1/1=1'9/59
第8547题: 2'4/5+(1-(4÷6/8))=-1'8/15
第8548题: 2'2/4*6=15
第8549题: (8-7/8)÷9/10=7'11/12
第8550题: (1'1/1+2'1/2)÷1/2=9
第8551题: (8/10+1'1/1)*1'7/10=4'19/25
第8552题: 8*(1*1'2/7)=10'2/7
第8553题: (3'3/4*1-1'1/1)+4=5'3/4
第8554题: 1/2-1'1/6=-2/3
第8555题: 10-1'1/2*5+7/10=3'1/5
第8556题: 4*(1'1/1÷1/1)=8
第8557题: 4'1/6+1/4=4'5/12
第8558题: 1/7-(6-1/1)=-4'6/7
第8559题: (6/9÷3'1/3*2'7/9)*1/6=5/54
第8560题: (5-7'8/9*2)=-10'7/9
第8561题: (2'5/7+7/9÷1'1/1)÷2'1/2=1'76/315
第8562题: 1'1/1*(1+2'1/10)=6'1/5
第8563题: 1*(2'1/3*1'1/1)=4'2/3
第8564题: 9-1=8
第8565题: 6÷1/10-(10+6'5/6)=43'1/6
第8566题: 2-(4+7)=-9
第8567题: 10-6'6/7-2'1/2-7'7/8=-7'13/56
第8568题: (1/10-9*7)=-62'9/10
第8569题: 1/2*5+4'1/9=6'11/18
第8570题: 5/9÷2'1/3=5/21
第8571题: 2-6'3/10-4'1/4=-8'11/20
第8572题: 6-1/4+(1/2*6)=8'3/4
第8573题: 2'1/4*1'1/2+4=7'3/8
第8574题: 1/1-2/3*(2'1/3+7)=-5'2/9
第8575题: 1/3-(9+1)=-9'2/3
第8576题: 7÷(4/5÷10)÷6/9=131'1/4
第8577题: 1/4-4÷5+7=6'9/20
第8578题: (1/9+9÷(10÷5))=4'11/18
第8579题: (6+3)+3=12
第8580题: 8+(5*1'1/3)=14'2/3
第8581题: (6÷8)*5=3'3/4
第8582题: 6+4-2'1/2=7'1/2
第8583题: 9*(4/7+1*2'1/2)=27'9/14
第8584题: 8'1/10*1'2/3=13'1/2
第8585题: (3'2/3*6)+6÷1'4/8=26
第8586题: 4'5/6*3+2'1/7=16'9/14
第8587题: 4'1/6+(4'1/4-8)+1/2=11/12
第8588题: (2'1/2*1/1)÷2/5=6'1/4
第8589题: 6/7+(5/6+7)=8'29/42
第8590题: 3-8-1/6-1/6=-5'1/3
第8591题: (8÷2'1/3)-8=-4'4/7
第8592题: 7+1'1/1*1'1/4=9'1/2
第8593题: (10+10)÷3'1/3*3'1/3=20
第8594题: 10-6-1/5=3'4/5
第8595题: 2'3/6*(6-1/7)÷4=3'37/56
第8596题: 2/8+(1-(3'3/4*4))=-13'3/4
第8597题: 10-(3'3/9*(1'1/1*6))=-30
第8598题: 3-1/2=2'1/2
第8599题: 4-9'2/9=-5'2/9
第8600题: 7+(5÷(3/10÷8))=140'1/3
第8601题: 2/3+5=5'2/3
第8602题: (6'1/6+1)+10+1=18'1/6
第8603题: (1'1/1÷5÷3'1/3)=3/25
第8604题: 10'7/10÷(1/5+5)=2'3/52
第8605题: 8-(1/7÷1/3)-3=4'4/7
第8606题: (1'1/3+4)+2/5*2'1/4=6'7/30
第8607题: 5'2/5-1'4/5*(10-1/10)=-12'21/50
第8608题: 4'1/6*1/6=25/36
第8609题: 2'4/6÷(4*2)=1/3
第8610题: 10-7'5/8-8=-5'5/8
第8611题: 3+1'2/4=4'1/2
第8612题: 3/10÷5/7+2/4=23/25
第8613题: 7/8÷2*3'1/5+1=2'2/5
第8614题: 1/10-(1+3)-9=-12'9/10
第8615题: 2*1/6=1/3
第8616题: 6'5/6+4'4/7=11'17/42
第8617题: 9'5/9+1/10=9'59/90
第8618题: 1'5/6*(7*5)=64'1/6
第8619题: (8+6)-1/3=13'2/3
第8620题: 6-2'2/5÷6=5'3/5
第8621题: 4÷6'5/6=24/41
第8622题: 1/6-4=-3'5/6
第8623题: 4+(5/7-1'3/10)-7'2/8=-3'117/140
第8624题: 4+1'1/4÷6'2/6-7=-2'61/76
第8625题: 7*(1/2÷10÷7)=1/20
第8626题: (1/1*3)*1'1/3*1=4
第8627题: 1+(10÷5)=3
第8628题: 10'4/10*7=72'4/5
第8629题: 8*(1÷1/4)=32
第8630题: (1/1*3)-2'4/8=1/2
第8631题: 2/4*4=2
第8632题: 3'1/5÷3/9*2'1/2=24
第8633题: 8+(9+1)=18
第8634题: 1/6*3-(7+2'1/2)=-9
第8635题: 5÷(2+5)+8=8'5/7
第8636题: 1÷(1/3-6+2)=3/-11
第8637题: 5÷(3/10*(4/7+7'6/9))=2'4/173
第8638题: 2'3/4*1=2'3/4
第8639题: (5'3/6÷1'2/4)÷1/6-10=12
第8640题: 1÷1'1/1=1/2
第8641题: 1/6÷4'1/5=5/126
第8642题: (8÷1/3)*(7+10)=408
第8643题: 4'5/6-4/5=4'1/30
第8644题: (4/7+5÷1/3)=15'4/7
第8645题: 9*(5*(1+5))=270
第8646题: 1'1/1-3'1/3+7÷3'1/4=32/39
第8647题: (1/5+8)*8=65'3/5
第8648题: 9*2+2'1/2=20'1/2
第8649题: 1'4/6-(3'1/4÷3-4)=4'7/12
第8650题: 3÷2/6=9
第8651题: 1'6/7÷4÷1/8=3'5/7
第8652题: 10*(2/7+7)=72'6/7
第8653题: (2*1'1/2)÷(10+1/5)=5/17
第8654题: (3/7÷8)÷4/10=15/112
第8655题: 5'4/6*3/6÷(6-5'1/9)=3'3/16
第8656题: 1/8*1=1/8
第8657题: 6/7*7+4=10
第8658题: 9*4÷(7*1/2)=10'2/7
第8659题: 2*(1'1/6*3/8)=7/8
第8660题: 5+3'4/7*7'2/7=31'1/49
第8661题: 1/2÷4-(8÷8)=-7/8
第8662题: 1+6/8+1/6=1'11/12
第8663题: 4/10+(4'1/4*4)=17'2/5
第8664题: 5÷2'1/3÷6=5/14
第8665题: (8+5*9)+2=55
第8666题: 5'1/7-(4'1/4*9)=-33'3/28
第8667题: 1/2-(9*1/4÷3)=1/-4
第8668题: 2'1/2+(10*5/6)=10'5/6
第8669题: 1/2-1/2-4-6=-10
第8670题: 1÷(5'3/7+6)=7/80
第8671题: (2/5-1/3-3/7)*4=-1'47/105
第8672题: (4-4'1/4)+3=2'3/4
第8673题: 3'1/6+1/1-7=-2'5/6
第8674题: (10÷2/3)-6-4/10=8'3/5
第8675题: 1'4/8-2=1/-2
第8676题: 9÷6÷6/9+7'2/7=9'15/28
第8677题: 9-1/2=8'1/2
第8678题: (4/5-9'7/9)*10=-89'7/9
第8679题: (6÷3)-7=-5
第8680题: 1'4/9*3=4'1/3
第8681题: (1/4*1+1'2/3)+7=8'11/12
第8682题: 3'1/7+5=8'1/7
第8683题: 3/7-1/5=8/35
第8684题: 3÷3/9=9
第8685题: 3/10+6+1'1/2=7'4/5
第8686题: 7*1=7
第8687题: 1+(6*6'3/8)=39'1/4
第8688题: 2/5÷10-1'1/2÷1/7=-10'23/50
第8689题: 6'1/7+2/3=6'17/21
第8690题: 7/9÷1=7/9
第8691题: 6'2/8*(4/5÷5/8)=8
第8692题: 3'1/10÷2'3/4+1/4=1'83/220
第8693题: 10*3/7-1=3'2/7
第8694题: 1/5-3=-2'4/5
第8695题: (1'1/4-2)÷6÷9=1/-72
第8696题: 1'5/6+(4+6)=11'5/6
第8697题: 5/7*5/6=25/42
第8698题: 1'1/2*2'1/3-3'6/8=1/-4
第8699题: 4/6÷3/6=1'1/3
第8700题: 7*(1'1/2-6÷7)=4'1/2
第8701题: 1/10÷(2*7-10)=1/40
第8702题: 1/5*1/5=1/25
第8703题: 5'4/6*5=28'1/3
第8704题: (4/9÷8)+3/5=59/90
第8705题: 5'9/10-(1/9-2/4)-9=-2'32/45
第8706题: (6÷2'4/5+1'1/1)+2'1/2=6'9/14
第8707题: 8÷4/6=12
第8708题: 4/5*(3'3/4÷4'4/6)=9/14
第8709题: 1-2'5/7=-1'5/7
第8710题: 1'1/1÷2/7*2/6+4=6'1/3
第8711题: 1÷10+3=3'1/10
第8712题: 1/4+8÷9=1'5/36
第8713题: (4*3'3/6-4)-5'2/6=4'2/3
第8714题: (1*2'4/5)÷5'2/10=7/13
第8715题: 7'4/8-(3'2/3÷2'2/6)+1/2=6'3/7
第8716题: (4'4/10-1/4)*(4'3/4*9)=177'33/80
第8717题: (2'1/6*8*2)÷1/2=69'1/3
第8718题: 4÷10÷2'3/8÷2'4/8=32/475
第8719题: (5+4)-4/6÷4'1/5=8'53/63
第8720题: 1÷3/8=2'2/3
第8721题: (7÷2'1/2)*2=5'3/5
第8722题: 2*1'1/1=4
第8723题: (3'1/5*1'1/1)+9=15'2/5
第8724题: 1'7/8÷1'3/6=1'1/4
第8725题: 4÷1'1/2=2'2/3
第8726题: 2'1/2÷1/8=20
第8727题: 8-2/4+5=12'1/2
第8728题: 7+(1/9÷3'1/9)-9=-1'27/28
第8729题: 2'2/4-1/3-6=-3'5/6
第8730题: 8*2/7=2'2/7
第8731题: (2/9+8'3/9)*(9÷3)=25'2/3
第8732题: 1'1/2-(1-6'3/7+2)=4'13/14
第8733题: 3+(1÷1/2)=5
第8734题: (1+8)+3/5=9'3/5
第8735题: (5÷3)-5/6=5/6
第8736题: (3'2/4-1/2*3'6/8)-10=-8'3/8
第8737题: 3'2/5÷1/5÷7/8=19'3/7
第8738题: (6'1/8+10+1/1-1)=16'1/8
第8739题: 3+(5+2'1/5)=10'1/5
第8740题: 8-(1/2-4'6/10)=12'1/10
第8741题: 5÷(1'1/1*2'1/9)=1'7/38
第8742题: 10+5÷3/6=20
第8743题: (1'1/8-3/6)*4-2'1/2=0/2
第8744题: 8-3=5
第8745题: 7*8'8/10=61'3/5
第8746题: 7-1'1/3-2/4÷2/8=3'2/3
第8747题: 1/2*4=2
第8748题: 6÷1/1-(9*6)=-48
第8749题: (5/7-1)+5=4'5/7
第8750题: 2/4-(1/5-10)-8=2'3/10
第8751题: 8-7+(4-4/8)=4'1/2
第8752题: 6*6+10=46
第8753题: 1/10-(2/8+1'1/1)=-2'3/20
第8754题: 4+4÷(1+2)=5'1/3
第8755题: (3+9-4)=8
第8756题: 2'1/3÷1=2'1/3
第8757题: (8+4)-6=6
第8758题: 1/4+1/5÷1/4*10=8'1/4
第8759题: 8-6=2
第8760题: (1/10+5'6/8)*2/6÷4=39/80
第8761题: 6-(2'1/4+7)=-3'1/4
第8762题: 9÷2'1/3÷1/6+3'6/9=26'17/21
第8763题: 7*(1÷(4*6))=7/24
第8764题: (4'3/7*2/8-5)=-3'25/28
第8765题: 2'1/2-10*1/2*2=-7'1/2
第8766题: (2/5*8÷5/8)-7=-1'22/25
第8767题: (4+4)-(3'1/3*2)=1'1/3
第8768题: 10-2'3/7*5'1/7=-2'24/49
第8769题: 9*(7*9)=567
第8770题: (2/5÷7*(3+4))=2/5
第8771题: 1/8+(9÷2/5)-1'1/8=21'1/2
第8772题: 1/5*2'1/4=9/20
第8773题: 9*(9+3'4/7)=113'1/7
第8774题: 2'1/2-(1/8+1'1/1)=3/8
第8775题: 5/10*1'1/1÷5'4/6=3/17
第8776题: 1+7=8
第8777题: (7÷1'5/6)÷6'5/6=252/451
第8778题: 1+3'2/6=4'1/3
第8779题: 5÷1/2÷(4+4'3/7)=1'11/59
第8780题: (9+8*4)=41
第8781题: 8/10÷7/9=1'1/35
第8782题: 6/8-(1÷1'1/2)=1/12
第8783题: 7÷4=1'3/4
第8784题: 10+7÷1'1/4=15'3/5
第8785题: 8'4/10-2=6'2/5
第8786题: 7+3'1/4=10'1/4
第8787题: 3÷4'1/6-1/8=119/200
第8788题: 5'1/6-(7+3)=-4'5/6
第8789题: 3/5*(1+1/4)=3/4
第8790题: 7'3/10+(8÷4)=9'3/10
第8791题: 7+3/6=7'1/2
第8792题: 9'2/10*7÷8/10=80'1/2
第8793题: (6'6/9*4-2)-2'1/2=22'1/6
第8794题: 5+6'2/6=11'1/3
第8795题: 10+(2'2/3+(2'2/5-1'2/5))=13'2/3
第8796题: 2'3/7*5'1/7=12'24/49
第8797题: 3/9-(9÷(4+8/9))=-1'67/132
第8798题: (7÷8+(10÷1/2))=20'7/8
第8799题: (1'1/1-4'2/10)+2=1/-5
第8800题: 1/1-2'8/10=-1'4/5
第8801题: 8/10*(1/7*(4'4/6-2/5))=256/525
第8802题: 5*7/9*5=19'4/9
第8803题: 1'2/4+(7'3/9*5'2/6)=40'11/18
第8804题: 1/1-10÷(8÷1/3)=7/12
第8805题: 4÷1/10-(8÷1)=32
第8806题: (3'2/7*1/2*6/7)+4'5/7=6'6/49
第8807题: 8+1/6=8'1/6
第8808题: (3+10-(1-2))=14
第8809题: 10+3/8*(2/5*1'2/3)=10'1/4
第8810题: 5*(4+4)=40
第8811题: 5'2/7*1=5'2/7
第8812题: 4'5/8÷2=2'5/16
第8813题: 4/6-(1'1/9+1/3)=7/-9
第8814题: 4+(3*5-1/3)=18'2/3
第8815题: (1/10+6/10)+(1/9*4/9)=607/810
第8816题: 5÷1/5=25
第8817题: 2+(10÷5'3/5)=3'11/14
第8818题: 1/5*8/10÷10'3/10÷10=4/2575
第8819题: 9+10+3÷10=19'3/10
第8820题: 8-9+6'4/8-9=-3'1/2
第8821题: 3'3/8÷2/9=15'3/16
第8822题: 2'1/2÷3=5/6
第8823题: 8-1/1+3=10
第8824题: 2/4-(4'1/8*(6÷9))=-2'1/4
第8825题: 8÷(4÷8-6/7)=-22'2/5
第8826题: 1-(1'3/4*4/7)=0/1
第8827题: 3/5-(4-1)=-2'2/5
第8828题: 8÷(8+8)=1/2
第8829题: (1/3+1/9-1/4)÷5=7/180
第8830题: 5/9-(2*7'5/7)=-14'55/63
第8831题: 6'1/8*5/7=4'3/8
第8832题: (1'1/1*4)÷6/7-4'3/5=4'11/15
第8833题: 5-(7+1/6)÷8=4'5/48
第8834题: 2/4÷8+10=10'1/16
第8835题: (7÷1-5)=2
第8836题: (2*6*(3/9*1))=4
第8837题: 8+2/6=8'1/3
第8838题: 1/2÷(5'3/7+4-1/6)=21/389
第8839题: 6/7-1/10=53/70
第8840题: 3/7÷1/3=1'2/7
第8841题: 5'5/8+9+(2*7)=28'5/8
第8842题: 4-2'2/8+5÷1'4/5=4'19/36
第8843题: (3-4)*(8+2'1/7)=-10'1/7
第8844题: 3/4÷4-10'1/10=-9'73/80
第8845题: 6*6'1/9*4=146'2/3
第8846题: (1/2*8)+4=8
第8847题: 1'1/8+3+6=10'1/8
第8848题: 10÷9*1*3'6/7=4'2/7
第8849题: (4/8*2/4*1/10*9)=9/40
第8850题: 1+(1'1/2*5)÷5/8=13
第8851题: (1/10÷2)+9'4/10=9'9/20
第8852题: 2'4/5-9'8/10+5=-2
第8853题: (3/6*3/4)-1/6÷1=5/24
第8854题: (5'4/9+8+4)=17'4/9
第8855题: 5*5=25
第8856题: (1'1/2+5)-(3'1/3*7/10)=4'1/6
第8857题: (1+8)+8=17
第8858题: 2'1/3-(5÷5)=1'1/3
第8859题: (3'3/9+2)+10+5=20'1/3
第8860题: 10-1=9
第8861题: 6'4/7*1/4÷3=23/42
第8862题: 1/1*8=8
第8863题: 10'2/10*10=102
第8864题: (7÷4)+(6-1'1/1)=5'3/4
第8865题: 6÷(5/7-(6÷5/7))=-210/269
第8866题: 10*1'1/1=20
第8867题: 1/2+8/9=1'7/18
第8868题: 1+(5'1/9-1'1/6-4/6)=4'5/18
第8869题: 1/1-(2*(6÷9))=1/-3
第8870题: 2*6'1/6+8=20'1/3
第8871题: 1/6+1/8-2=-1'17/24
第8872题: 10*(6÷5)-1/1=11
第8873题: 1/7+1/2-(9÷2/5)=-21'6/7
第8874题: 3/5÷10*8÷1/7=3'9/25
第8875题: (1/10-5÷4-3'1/7)=-4'41/140
第8876题: 3/8÷7=3/56
第8877题: 8÷(8÷9)+5/9=9'5/9
第8878题: 2'1/2-(6*6)*7=-249'1/2
第8879题: (5'4/5*1'8/9÷1)=10'43/45
第8880题: 2'3/4-10=-7'1/4
第8881题: (3/5+(5+2/6*1))=5'14/15
第8882题: 9*6'2/8÷5'3/6÷3'8/9=2'97/154
第8883题: (6+3)-1-1/3=7'2/3
第8884题: 4+(1/1*(3-1/10))=6'9/10
第8885题: (10'2/10*4-2'1/2)+3=41'3/10
第8886题: 8÷(5/9-(3*2))=-1'23/49
第8887题: 1'4/5-1/3-(1/2*1'1/2)=43/60
第8888题: 1/4÷(5-7)=1/-8
第8889题: (2'1/7-4)-2=-3'6/7
第8890题: (1'4/6÷1'2/3)÷3/5+1/3=2
第8891题: (6+10÷1/8)÷8/10=107'1/2
第8892题: (7+5)÷7+8=9'5/7
第8893题: 8/10*1'3/4÷4/10+2'3/7=5'13/14
第8894题: 6/8÷1'1/1+8=8'3/8
第8895题: 6÷2/10=30
第8896题: (7-1)*2'1/5=13'1/5
第8897题: (6/8+(4-3*1))=1'3/4
第8898题: (1/3-2/3)÷4=1/-12
第8899题: (7+3'5/7÷5'1/5+5)=12'5/7
第8900题: 1'1/10+(7÷8)-6'3/7=-4'127/280
第8901题: 1/6-1=-5/6
第8902题: 4'3/4-(10-9)÷1'1/2=4'1/12
第8903题: 6/7-8+2'1/2=-4'9/14
第8904题: (9÷5'7/8)÷9-10=-9'39/47
第8905题: 2*1'1/1+4'1/6=8'1/6
第8906题: (5-2÷6)+1/9=4'7/9
第8907题: (9*2'1/2)÷(2'2/9-1)=18'9/22
第8908题: (7*(2÷2÷2'5/9))=2'17/23
第8909题: 2'1/6-8=-5'5/6
第8910题: 2+(8-(9+2'3/10))=-1'3/10
第8911题: (6+4'6/10)-1'1/9=9'22/45
第8912题: 1/5-8+1/3=-7'7/15
第8913题: 6-(1'1/1+7)=-3
第8914题: 7/9+(6+3'5/6)+4/7=11'23/126
第8915题: 5/7*(1/5÷(1/1*5/7))=1/5
第8916题: 9/10-4'2/6÷4'4/5=1/-360
第8917题: 4+(3/7÷(1'3/7*1/1))=4'3/10
第8918题: 2'3/6+(1/4*1/1)+5=7'3/4
第8919题: 4'3/10÷(1'1/8*1/4÷3'3/6)=53'23/45
第8920题: 4/6+5/9÷1/5=3'4/9
第8921题: 5*(4*7/9)=15'5/9
第8922题: (1/9-7)÷9=62/-81
第8923题: 8+2'1/2=10'1/2
第8924题: 3/9*8=2'2/3
第8925题: (1÷9)+4-4=1/9
第8926题: 4+6'2/9=10'2/9
第8927题: 9÷4/8*2/4*1/6=1'1/2
第8928题: 8*3/4=6
第8929题: 5/10÷7=1/14
第8930题: 3'4/9-(1'1/1÷1/3)=-2'5/9
第8931题: 4÷7=4/7
第8932题: (10÷5/6-9'8/9)÷6=19/54
第8933题: 10-(1/3*7)*10=-13'1/3
第8934题: 10÷(1/1+5*8)=10/41
第8935题: 10*(1'1/3*(1/8÷1/3))=5
第8936题: (10'4/10÷2'1/6)*2'3/4-5=8'1/5
第8937题: (7-4/6*(7-8'6/8))=8'1/6
第8938题: 1/4-10=-9'3/4
第8939题: (1/7+3/4)÷2'1/8=50/119
第8940题: 3'1/4+1'2/5*5'1/5=10'53/100
第8941题: 1/4*1'1/1÷3-6'4/7=-6'17/42
第8942题: 6'3/10÷3=2'1/10
第8943题: 5'4/9-4*(8'1/9+1/7)=-27'4/7
第8944题: (2/6*1÷9)-8'5/10=-8'25/54
第8945题: 10*(2*5'4/7)=111'3/7
第8946题: 8÷(1*2-8/9)=7'1/5
第8947题: 2÷(3/6-7)=-4/13
第8948题: 2/3-7'5/7=-7'1/21
第8949题: 4/8+1/4=3/4
第8950题: 1'2/3+1'1/1+4=7'2/3
第8951题: 4-2'3/5=1'2/5
第8952题: 7÷2'1/5=3'2/11
第8953题: 7/9+(1'4/10-1/2)=1'61/90
第8954题: 7+(4'5/8-8)=3'5/8
第8955题: 1/1*(2/8-(10-4))=-5'3/4
第8956题: 3'3/4+8'8/10-1'1/1=10'11/20
第8957题: (6/7*4+4'3/10)=7'51/70
第8958题: 2/6÷(3/4+9)+10=10'4/117
第8959题: 5+(4/5*3)=7'2/5
第8960题: 3'4/6-(1/2-3/8*8)=6'1/6
第8961题: 1/2÷(2÷2)=1/2
第8962题: 1'1/5÷(8+5'3/6)=4/45
第8963题: 5-(5+(2'2/7*2))=-4'4/7
第8964题: (9+6'6/7÷(3/6*6/8))=27'2/7
第8965题: 3+(4+7)=14
第8966题: 3-(9÷10)=2'1/10
第8967题: 9÷5'2/5=1'2/3
第8968题: 3'1/5÷2'1/4=1'19/45
第8969题: 1'1/1-(4'4/7÷5'2/7+3)=-1'32/37
第8970题: 1/9-(2'1/2÷1/2÷1)=-4'8/9
第8971题: 10÷1/5÷1'1/1=25
第8972题: (2-1/1÷8)*9=16'7/8
第8973题: (1+2/10*5'3/5)=2'3/25
第8974题: (4'4/5+3-9)=-1'1/5
第8975题: (10÷2'3/4)+(3*7)=24'7/11
第8976题: 7'1/10*4=28'2/5
第8977题: 2'1/4÷1/6÷2/8=54
第8978题: 1/10-7'9/10=-7'4/5
第8979题: (8-6'7/9)+(5-1/3)=5'8/9
第8980题: 9÷(6/9÷9'1/10)=122'17/20
第8981题: (6'6/10*1/4)+1/1=2'13/20
第8982题: 7-5÷2+4=8'1/2
第8983题: (2/7÷3)+4=4'2/21
第8984题: 5/10+(10-2'9/10)-2/7=7'11/35
第8985题: 10÷1*1/3-3=1/3
第8986题: 1÷(3'1/5+5)+1/3=56/123
第8987题: 9-9'7/9=7/-9
第8988题: 1÷(8*6'7/8)=1/55
第8989题: 6'1/8÷(4/5÷(1'4/6*2))=25'25/48
第8990题: 1/10+5=5'1/10
第8991题: 1/9-2/5=13/-45
第8992题: 4'4/10-3=1'2/5
第8993题: (1+4'4/8)+5'6/9+4=15'1/6
第8994题: 4/9*7=3'1/9
第8995题: 4-1÷(1/4÷4)=-12
第8996题: (9÷6)÷2-6=-5'1/4
第8997题: (4+4'1/6÷5-3'3/6)=1'1/3
第8998题: (2/7+(5'4/6÷3/4+5'1/5))=13'13/315
第8999题: 1/8+6/9=19/24
第9000题: (1/1-3/5)+1/1=1'2/5
第9001题: (6÷4/6*10)*1=90
第9002题: 1+2*(1/2-10)=-18
第9003题: (1/7-5÷(3'3/10÷4'1/8))=-6'3/28
第9004题: 9÷(1'3/5÷1/3÷1/1)=1'7/8
第9005题: 1/1-8*(2+2'5/6)=-37'2/3
第9006题: 10-3/4*3=7'3/4
第9007题: 1'1/1+(1/8-1/10)=2'1/40
第9008题: 5'3/10-3=2'3/10
第9009题: 6+3'2/4*1'1/7÷1=10
第9010题: 10*5*2=100
第9011题: (2/3+6'6/7*3/10)=2'76/105
第9012题: (8'1/10÷4*6)=12'3/20
第9013题: (1÷2'3/8)÷1/5=2'2/19
第9014题: 10*5'3/8=53'3/4
第9015题: 1÷(1/8*1/1)=8
第9016题: (10*8'5/8-(10÷2))=81'1/4
第9017题: (1/1÷8-(1'1/2+7))=-8'3/8
第9018题: (2*10)+10=30
第9019题: 1'3/6+(1/2-8)=-6
第9020题: 2'2/3+(2+3'1/4)=7'11/12
第9021题: 3'2/7÷(1/1+6'7/9)*4=1'169/245
第9022题: (2/6+(2-10+2))=-5'2/3
第9023题: 10÷9÷8=5/36
第9024题: (1'1/2*1/1÷7-9)=-8'11/14
第9025题: (3/4-(1/3+8-5))=-2'7/12
第9026题: 2'1/2*(1/3÷6)=5/36
第9027题: 10+(3/4-(8-8))=10'3/4
第9028题: 6+8+2/3=14'2/3
第9029题: 1/4*7=1'3/4
第9030题: 2/7÷(5+4)=2/63
第9031题: (3+1-1'1/2)=2'1/2
第9032题: 1/10-3/4=-13/20
第9033题: (5-7)-2/6+5'1/6=2'5/6
第9034题: 5+4=9
第9035题: 6÷(2÷(3*5/7))=6'3/7
第9036题: 10+(1/7+3'4/9)=13'37/63
第9037题: 2'1/10+(1/1÷5)=2'3/10
第9038题: 3/7+7=7'3/7
第9039题: 6'5/10÷(9÷2)=1'4/9
第9040题: (9÷6'6/8)*3/4=1
第9041题: 1/5+1'8/9÷1=2'4/45
第9042题: (2'7/8*4)*1/10÷1/10=11'1/2
第9043题: 3÷2'5/6=1'1/17
第9044题: 1/2÷1'1/1=1/4
第9045题: 1-7*5-1/4=-34'1/4
第9046题: 2'1/2*3=7'1/2
第9047题: (2*2-1'1/1)=2
第9048题: 9*3'1/4*5'7/8+4/5=172'103/160
第9049题: 1'1/1+7/9=2'7/9
第9050题: 5/10+(10÷(5'6/7*8))=117/164
第9051题: (6÷3+3/9)*3=7
第9052题: (2÷(4÷2'1/6+4/6))=39/49
第9053题: 3'1/6*(1/1*(9*8))=228
第9054题: (7'1/7-6)+7'5/9*5=38'58/63
第9055题: (4'3/5-3'1/3)-(3/4÷2/8)=-1'11/15
第9056题: (3/5*3)-3/8=1'17/40
第9057题: (2'1/7-9*2/6)÷4'3/5=-30/161
第9058题: 1'2/4-5'2/5=-3'9/10
第9059题: 5+(8/10÷(9+1/9))=5'18/205
第9060题: 2'1/2-3/10=2'1/5
第9061题: 1'1/3*7=9'1/3
第9062题: (5/7+4/7)*1/2-4/6=1/-42
第9063题: (8÷4÷8+3'1/3)=3'7/12
第9064题: (5'2/10+8)*(2*3)=79'1/5
第9065题: (1'1/1÷5)*1/7=2/35
第9066题: 2/10*3/8=3/40
第9067题: 4-(1'1/1*8-3)=-9
第9068题: 7'9/10-(1/4-3-3)=13'13/20
第9069题: 6'3/6+10÷3=9'5/6
第9070题: 4*(5÷3'6/10)=5'5/9
第9071题: 9÷(1/10+6)=1'29/61
第9072题: (10*1/2-(3'2/5*4))=-8'3/5
第9073题: (4*5)-(3*1'1/3)=16
第9074题: 5+(10-(3'2/4÷2'1/9))=13'13/38
第9075题: 4'5/8*(2'1/3+5'4/7)=36'47/84
第9076题: 2+(1'1/3+1'1/1)=5'1/3
第9077题: (7÷2/6+1/3)=21'1/3
第9078题: 7/8÷(3/4+7)=7/62
第9079题: (6+2/9÷6/8)-2=4'8/27
第9080题: 3*3'2/5+3=13'1/5
第9081题: (6+2'4/5)÷1'1/1*2/3=2'14/15
第9082题: 3÷2/7=10'1/2
第9083题: 2/9÷2'1/4+(1+2/4)=1'97/162
第9084题: 10÷5'1/6-8'5/9=-6'173/279
第9085题: 9-(7'5/7-6'1/6)=7'19/42
第9086题: 7/9÷1/2=1'5/9
第9087题: 5'5/10-8'1/10÷8=4'39/80
第9088题: (10*1÷4+4)=6'1/2
第9089题: (1'1/2-4-10)=-12'1/2
第9090题: (5/8-10)*8'6/9=-81'1/4
第9091题: (1/2*7'4/7)÷4'6/9=159/196
第9092题: 1'3/4-(2'6/7÷1/6)=-15'11/28
第9093题: 3/10-1'1/1=-1'7/10
第9094题: 4'2/7+10*(8-1/2)=79'2/7
第9095题: 1'1/1÷5=2/5
第9096题: 9*3/4*1/4-10=-8'5/16
第9097题: (8÷(1+5'1/7÷1'2/3))=1'137/143
第9098题: 4*3'1/10-4=8'2/5
第9099题: 5'1/6+8+4'5/6=18
